H,1,24-022462,10022025,,00000000,,1,,10022025,SELF,,10022025,35-ANDAMAN AND,0,0,,0,,,,,,,,,S,,BXAJ,,YEELO HOMOEOPATHY,8478019973,,N 0.00 0.00 0 0.00 0   0.00#  0.00R0:0:0          YY1T  62893.68CAN  113995.00#Y  0Y  42751.32 1N MZ 105645.00      0.00      0.00      0.00N     0.00      0.00      0.00,ZYNYNGAYLN1N1INN1M,M ,2,SHOP.NO.03 BERKA ROAD DHUNELA SOHNA GURUGARM,,,0,0,,                    ,,,,,,,,,<MARGERP FORMAT>
T,007,SBL,004961,,AGARICUS MUS 30 100ML SBL,,,44/1,00000000,,,5,0,200,,200,,0,,2,0,60,247.62,4.76,152.38,7.62,0,0,G,,                    ,,,,,,MARG1057483,30039014,AGARICUS MUS 30 100ML SBL,,0,0,0,0,,            E MY N #     200.00M1        0ALN,,,,
T,001,MEDISYNTH CH PVT.LTD,0001003,,ALFALFA FORTE 450ML,,,,00000000,,,12,0,320,,320,,0,,2,0,54,377.13,10.71,262.87,31.54,0,0,G,,                    ,,,,,,MARG3,30049014,ALFALFA FORTE 450ML,,170,0,0,0,,            E MY N #     320.00M1        0ALN,,,,
T,007,SBL,0007209,,ALFALFA Q 100ml SBL,,,49/19,01062028,,,5,0,205,,65,,0,,2,0,55,234.28,4.76,175.72,8.79,0,0,G,,                    ,,,,,,MARG16142,30039014,ALFALFA Q 100ml SBL,,92.31,0,0,0,,            E MY N #      65.00M1        0ALN,,,,
T,007,SBL,0007397,,ALLIUM.CEPA 200 30ML,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG16770,30039014,ALLIUM.CEPA 200 30ML,,43.75,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,0007517,,ALLIUM.CEPA 30 30ml,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG17172,30049014,ALLIUM.CEPA 30 30ml,,39.45,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,022,DR.WILLMAR SCHWABE INDIA,0021660,,ALPHA COFF 100ML(NO PIESE HERE),,,120.00,01062029,,,12,0,120,,120,,0,,10,0,50,664.26,10.71,535.74,64.29,0,0,G,,                    ,,,,,,MARG3135,30049014,ALPHA COFF 100ML(NO PIESE HERE,,99,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,A00092,,ANDROGRAPHIS Q 30ML,,,C,00000000,,,5,0,110,,105,,0,,5,0,55,314.28,4.76,235.72,11.79,0,0,G,,                    ,,,,,,MARG1043438,30049014,ANDROGRAPHIS Q 30ML,,110,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,033,DR.WELLMANS HOMOEOPATHIC LTD,0033014,,ANTI TOX 30 ml,,,185.00,00000000,,,12,0,185,,185,,0,,5,0,50,512.03,10.71,412.97,49.56,0,0,G,,                    ,,,,,,MARG13953,30049014,ANTI TOX,30 ml,173.1,170,0,0,,            E MY   #     185.00M1        0ALN,,,,
T,007,SBL,0024225,,ANTIM CRUD 30 30 ML SBL,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG7714,30039014,ANTIM CRUD 30 30 ML SBL,,0,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,A01959,,ANTIM TART 30 100ML SBL,,,41/11/12,00000000,,,5,0,200,,200,,0,,2,0,60,247.62,4.76,152.38,7.62,0,0,G,,                    ,,,,,,MARG1051044,30039014,ANTIM TART 30 100ML SBL,,0,0,0,0,,            E MY N #     200.00M1        0ALN,,,,
T,007,SBL,0007392,,ANTIM.CRUD 200 30ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG16765,30039014,ANTIM.CRUD 200 30ML SBL,,115,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,A00027,,APIS MEL 200 30 ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG1043311,30039014,APIS MEL 200 30 ML SBL,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,A00007,,APIS MEL 30 30ML,,,C,00000000,,,5,0,105,,105,,0,,4,0,60,260,4.76,160,8,0,0,G,,                    ,,,,,,MARG1043268,30049014,APIS MEL 30 30ML,,105,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,0004137,,ARNICA MON Q 100 ML,,,49/46,00000000,,,5,0,304,,505,,0,,5,0,55,868.56,4.76,651.44,32.57,0,0,G,,                    ,,,,,,MARG4132,30039014,ARNICA MON Q 100 ML,,0,0,0,0,,            E MY N #     505.00M1        0ALN,,,,
T,007,SBL,0007261,,ARNICA MONT 200 30ML SBL,,,C,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG16321,30049014,ARNICA MONT 200 30ML SBL,,120,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,0007287,,ARNICA.MONT 30 30ml,,,C,00000000,,,5,0,105,,105,,0,,4,0,60,260,4.76,160,8,0,0,G,,                    ,,,,,,MARG16397,30049014,ARNICA.MONT 30 30ml,,39.45,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,0007465,,ARS.ALB 200 30ML,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG17033,30039014,ARS.ALB 200 30ML,,115,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,A01737,,ARSENIC ALB 30 30ML SBL,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1050455,30039014,ARSENIC ALB 30 30ML SBL,,105,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,004218,,BAPTISIA TINC Q 100ML SBL,,,31/22,01082029,,,5,0,382,,610,,0,,5,0,55,1091.41,4.76,818.59,40.93,0,0,G,,                    ,,,,,,MARG1055897,30039014,BAPTISIA TINC Q 100ML SBL,,0,0,0,0,,            E MY N #     610.00M1        0ALN,,,,
T,007,SBL,0007171,,BELLADONNA 200 30ml SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG15975,30039014,BELLADONNA 200 30ml SBL,,115,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,A01324,,BELLADONNA 30 30ML SBL,,,C,00000000,,,5,0,105,,100,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1049602,30039014,BELLADONNA 30 30ML SBL,,100,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,303570,,BELLADONNA 1M 30ML SBL,,,43/N/43/38,00000000,,,5,0,150,,150,,0,,2,0,60,185.71,4.76,114.29,5.71,0,0,G,,                    ,,,,,,MARG1054520,30039014,BELLADONNA 1M 30ML SBL,,150,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
T,007,SBL,015709,,BERB AQUI Q 30ML SBL,,,C,01072029,,,5,0,240,,240,,0,,5,0,55,685.7,4.76,514.3,25.72,0,0,G,,                    ,,,,,,MARG1059053,30039014,BERB AQUI Q 30ML SBL,,240,0,0,0,,            E MY N #     240.00M1        0ALN,,,,
T,007,SBL,004214,,BERBERIS VUL Q 100ML SBL,,,40/8-17,01082029,,,5,0,205,,205,,0,,3,0,55,351.42,4.76,263.58,13.18,0,0,G,,                    ,,,,,,MARG1055889,30039014,BERBERIS VUL Q 100ML SBL,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,004214,,BERBERIS VUL Q 100ML SBL,,,40/8-17,01082029,,,5,0,205,,205,,0,,3,0,55,351.42,4.76,263.58,13.18,0,0,G,,                    ,,,,,,MARG1055889,30039014,BERBERIS VUL Q 100ML SBL,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0001093,,BIO.COMB.NO-04 25GMS,,,115,01082029,,,5,0,115,,115,,0,,2,0,62,146.76,4.76,83.24,4.16,0,0,G,,                    ,,,,,,MARG187,30049014,BIO.COMB.NO-04 25GMS,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,0031019,,BIO.COMB.NO-16 25GMS,,,115,01062029,,,5,0,115,,115,,0,,3,0,62,220.14,4.76,124.86,6.24,0,0,G,,                    ,,,,,,MARG14499,30049014,BIO.COMB.NO-16 25GMS,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,ZZZ000608,,BIO.COMB.NO-11 25GMS,,,95,00000000,,,5,0,95,,95,,0,,3,0,62,181.86,4.76,103.14,5.16,0,0,G,,                    ,,,,,,MARG1000625,30049014,BIO.COMB.NO-11 25GMS,,0,0,0,0,,            E MY N #      95.00M1        0ALN,,,,
T,007,SBL,002390,,BIO.COMB.NO-07 25GMS,,,,00000000,,,5,0,110,,110,,0,,2,0,62,140.38,4.76,79.62,3.98,0,0,G,,                    ,,,,,,MARG1073452,30049015,BIO.COMB.NO-07 25GMS,,0,0,0,0,,            E MY N #     110.00M1        0ALN,,,,
T,007,SBL, 002473,,BIO.COMB.NO-01 25GMS,,,115,00000000,,,5,0,95,,115,,0,,2,0,62,121.24,4.76,68.76,3.44,0,0,G,,                    ,,,,,,MARG1073624,30049015,BIO.COMB.NO-01 25GMS,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,1000101,,BIO.COMB.NO-05 25GMS,,,,00000000,,,5,0,95,,95,,0,,2,0,62,121.24,4.76,68.76,3.44,0,0,G,,                    ,,,,,,MARG1083969,30049015,BIO.COMB.NO-05 25GMS,,0,0,0,0,,            E MY N #      95.00M1        0ALN,,,,
T,007,SBL, 01983,,BISMUTH MET 30 100ML SBL,,,88/33,00000000,,,5,0,180,,0,,0,,2,0,60,222.85,4.76,137.15,6.86,0,0,G,,                    ,,,,,,MARG1050961,30039014,BISMUTH MET 30 100ML SBL,,0,0,0,0,,            E MY N #       0.00M1        0ALN,,,,
T,007,SBL,A00025,,BRYONIA ALB 30 30ML,,,C,00000000,,,5,0,105,,100,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1043307,30049014,BRYONIA ALB 30 30ML,,100,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,A00026,,BRYONIA ALB 200 30ML,,,C,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG1043309,30049014,BRYONIA ALB 200 30ML,,0,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,0007388,,CALC.FLUOR 30 30ML,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG16761,30049014,CALC.FLUOR 30 30ML,,38.46,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,A01770,,CALCAREA CARB 30 30ML SBL,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1050524,30039014,CALCAREA CARB 30 30ML SBL,,0,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,A01774,,CALCAREA CARB 200 30ML SBL,,,48/N/24,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG1050532,30039014,CALCAREA CARB 200 30ML SBL,,0,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,004620,,CALCAREA CARB 1M 30ML SBL,,,39/N/29,00000000,,,5,0,150,,150,,0,,2,0,60,185.71,4.76,114.29,5.71,0,0,G,,                    ,,,,,,MARG1056745,30039014,CALCAREA CARB 1M 30ML SBL,,0,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
T,007,SBL,004731,,CALCAREA FLU 200 30 ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG1056982,30039014,CALCAREA FLU 200 30 ML SBL,,115,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,302920,,CALENDULA OFF Q 100ML SBL,,,49/34,00000000,,,5,0,205,,205,,0,,1,0,55,117.14,4.76,87.86,4.39,0,0,G,,                    ,,,,,,MARG1053094,30039014,CALENDULA OFF Q 100ML SBL,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,302920,,CALENDULA OFF Q 100ML SBL,,,49/34,00000000,,,5,0,205,,205,,0,,2,0,55,234.28,4.76,175.72,8.79,0,0,G,,                    ,,,,,,MARG1053094,30039014,CALENDULA OFF Q 100ML SBL,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0001295,,CANTHARIS Q 100ML,,,31/24-22,01082029,,,5,0,685,,310,,0,,3,0,55,1174.27,4.76,880.73,44.04,0,0,G,,                    ,,,,,,MARG6321,30039014,CANTHARIS Q 100ML,,0,0,0,0,,            E MY N #     310.00M1        0ALN,,,,
T,007,SBL,0007199,,CANTHARIS 30 30ML,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG16101,30049014,CANTHARIS 30 30ML,,39.45,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,A00074,,CARBO VEG 30 30ML,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1043403,30039014,CARBO VEG 30 30ML,,0,106,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,0007266,,CARBO.VEG 200 30ML,,,C,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG16326,30049014,CARBO.VEG 200 30ML,,43.75,120,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,0007259,,CARDUUS.MAR Q 30ML,,,C,01082029,,,5,0,150,,150,,0,,5,0,55,428.57,4.76,321.43,16.07,0,0,G,,                    ,,,,,,MARG16319,30049014,CARDUUS.MAR Q 30ML,,66.35,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
T,007,SBL, 002442,,CAUSTICUM 30 30ML,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG1073562,30039014,CAUSTICUM 30 30ML,,0,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,302934,,CEANOTHUS AME Q 100ML,,,44/5,00000000,,,5,0,685,,685,,0,,1,0,55,391.42,4.76,293.58,14.68,0,0,G,,                    ,,,,,,MARG1053124,30039014,CEANOTHUS AME Q 100ML,,0,0,0,0,,            E MY N #     685.00M1        0ALN,,,,
T,007,SBL,0007398,,CHAMOMILLA 200 30ML,,,43/N/29/30,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG16771,30039014,CHAMOMILLA 200 30ML,,38.46,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,A01438,,CHAMOMILLA 30 30ML SBL,,,40/23,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1049843,30039014,CHAMOMILLA 30 30ML SBL,,0,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,A00069,,CHELIDONIUM MAJUS Q 30ML,,,C,01072029,,,5,0,150,,150,,0,,5,0,55,428.57,4.76,321.43,16.07,0,0,G,,                    ,,,,,,MARG1043389,30049014,CHELIDONIUM MAJUS Q 30ML,,0,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
T,007,SBL,A01808,,CINCHONA OFF 30 30ML SBL,,,C,00000000,,,5,0,105,,100,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1050602,30039014,CINCHONA OFF 30 30ML SBL,,0,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,A01812,,CINCHONA OFF 200 30ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG1050610,30039014,CINCHONA OFF 200 30ML SBL,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,302947,,CINCHONA OFF Q 100ML,,,44/39,01082029,,,5,0,205,,205,,0,,3,0,55,351.42,4.76,263.58,13.18,0,0,G,,                    ,,,,,,MARG1053153,30039014,CINCHONA OFF Q 100ML,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0024947,,COLOCYNTHIS 30 100 ml  SBL,,,41/13,00000000,,,5,0,200,,200,,0,,2,0,60,247.62,4.76,152.38,7.62,0,0,G,,                    ,,,,,,MARG9199,30039014,COLOCYNTHIS 30 100 ml  SBL,,0,0,0,0,,            E MY N #     200.00M1        0ALN,,,,
T,007,SBL,0007195,,CRATAEGUS.OX Q 100ml,,,40/11,01062029,,,5,0,205,,205,,0,,1,0,55,117.14,4.76,87.86,4.39,0,0,G,,                    ,,,,,,MARG16090,30039014,CRATAEGUS.OX Q 100ml,,86.06,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0007195,,CRATAEGUS.OX Q 100ml,,,44/29/30/39,01072029,,,5,0,205,,205,,0,,1,0,55,117.14,4.76,87.86,4.39,0,0,G,,                    ,,,,,,MARG16090,30039014,CRATAEGUS.OX Q 100ml,,86.06,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0001396,,DIGITALIS PUR 30 100 ml SBL,,,39/29,00000000,,,5,0,170,,80,,0,,2,0,60,210.47,4.76,129.53,6.48,0,0,G,,                    ,,,,,,MARG6422,30039014,DIGITALIS PUR 30 100 ml SBL,,0,0,0,0,,            E MY N #      80.00M1        0ALN,,,,
T,022,DR.WILLMAR SCHWABE INDIA,006343,,DIZESTER 200ML,,,205,01062029,,,12,0,205,,205,,0,,4,0,50,453.91,10.71,366.09,43.93,0,0,G,,                    ,,,,,,MARG1043081,30049014,DIZESTER 200ML,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,022,DR.WILLMAR SCHWABE INDIA,ZZZ000527,,DIZESTER 500ML,,,395.00,01042029,,,12,0,395,,395,,0,,3,0,50,655.96,10.71,529.04,63.48,0,0,G,,                    ,,,,,,MARG1000259,30049014,DIZESTER 500ML,,0,350,0,0,,            E MY N #     395.00M1        0ALN,,,,
T,007,SBL,0001404,,DROSERA RO Q 100 ml  SBL,,,30/22,01032029,,,5,0,505,,505,,0,,1,0,55,288.57,4.76,216.43,10.82,0,0,G,,                    ,,,,,,MARG6430,30049014,DROSERA RO Q 100 ml  SBL,,0,0,0,0,,            E MY N #     505.00M1        0ALN,,,,
T,007,SBL,0007467,,DULCAMARA 30 30ML SBL,,,39/N/26,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG17035,30039014,DULCAMARA 30 30ML SBL,,39.45,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,302974,,ECHINACEA ANG Q 100ML,,,30/6-10,01062029,,,5,0,505,,505,,0,,2,0,55,577.13,4.76,432.87,21.64,0,0,G,,                    ,,,,,,MARG1053214,30039014,ECHINACEA ANG Q 100ML,,0,0,0,0,,            E MY N #     505.00M1        0ALN,,,,
T,007,SBL,302974,,ECHINACEA ANG Q 100ML,,,30/6-10,01062029,,,5,0,485,,505,,0,,3,0,55,831.42,4.76,623.58,31.18,0,0,G,,                    ,,,,,,MARG1053214,30039014,ECHINACEA ANG Q 100ML,,0,0,0,0,,            E MY N #     505.00M1        0ALN,,,,
T,007,SBL,A01725,,EUPATORIUM PER 30 30ML SBL,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG1050431,30039014,EUPATORIUM PER 30 30ML SBL,,100,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL, 04681,,EUPATORIUM PER 200 30ML SBL,,,C,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG1056891,30039014,EUPATORIUM PER 200 30ML SBL,,0,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,A02197,,FERRUM PHOS 200 30ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG1052306,30039014,FERRUM PHOS 200 30ML SBL,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,015704,,FERRUM PHOS 30 30ML SBL,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG1059041,30049014,FERRUM PHOS 30 30ML SBL,,0,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL,0007260,,GELSEMIUM 1M 30ML,,,19/16,00000000,,,5,0,150,,150,,0,,2,0,60,185.71,4.76,114.29,5.71,0,0,G,,                    ,,,,,,MARG16320,30039014,GELSEMIUM 1M 30ML,,52.9,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
T,007,SBL,A00006,,GELSEMIUM 30 30ML  SBL,,,C,00000000,,,5,0,105,,100,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG1043266,30049014,GELSEMIUM 30 30ML  SBL,,0,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL, 002372,,GELSEMIUM 200 30ML,,,C,00000000,,,5,0,120,,120,,0,,5,0,60,371.42,4.76,228.58,11.43,0,0,G,,                    ,,,,,,MARG1073418,30049014,GELSEMIUM 200 30ML,,0,0,0,0,,            E MY N #     120.00M1        0ALN,,,,
T,007,SBL,0027237,,GLONOINUM 30 100 ml  SBL,,,72\6,00000000,,,5,0,190,,200,,0,,2,0,60,235.24,4.76,144.76,7.24,0,0,G,,                    ,,,,,,MARG9904,30049014,GLONOINUM 30 100 ml  SBL,,0,0,0,0,,            E MY N #     200.00M1        0ALN,,,,
T,007,SBL,0007330,,GRAPHITES 30 30ml SBL,,,C,00000000,,,5,0,100,,100,,0,,5,0,60,309.52,4.76,190.48,9.52,0,0,G,,                    ,,,,,,MARG16590,30039014,GRAPHITES 30 30ml SBL,,36.55,0,0,0,,            E MY N #     100.00M1        0ALN,,,,
T,007,SBL, 002470,,GRAPHITES 200 30ML SBL,,,C,00000000,,,5,0,115,,115,,0,,5,0,60,355.95,4.76,219.05,10.95,0,0,G,,                    ,,,,,,MARG1073618,30039014,GRAPHITES 200 30ML SBL,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,303795,,GRINDELIA ROB Q 100ML,,,40/5,01062029,,,5,0,505,,505,,0,,1,0,55,288.57,4.76,216.43,10.82,0,0,G,,                    ,,,,,,MARG1054986,30039014,GRINDELIA ROB Q 100ML,,0,0,0,0,,            E MY N #     505.00M1        0ALN,,,,
T,007,SBL,302867,,GYMNEMA SY Q 100ML,,,44/5/17,01092029,,,5,0,205,,205,,0,,2,0,55,234.28,4.76,175.72,8.79,0,0,G,,                    ,,,,,,MARG1052941,30039014,GYMNEMA SY Q 100ML,,0,0,0,0,,            E MY N #     205.00M1        0ALN,,,,
T,007,SBL,0005912,,HEPAR SULPH 30 30 ml,,,C,00000000,,,5,0,105,,105,,0,,5,0,60,325,4.76,200,10,0,0,G,,                    ,,,,,,MARG15457,30039014,HEPAR SULPH 30 30 ml,,105,0,0,0,,            E MY N #     105.00M1        0ALN,,,,
